,Lyric,genre
273,vers   come you masters of war you that build the big guns you that build the death planes you that build all the bombs you that hide behind walls you that hide behinds desks i just want you to know that i can see through your masks  vers   you that never done nothing but build to destroy you that play with my world like it's your little toy put a gun in my hands and you hide from my eyes and you turn and run farther when the fast bullets fly  vers   like judas of old you lie and deceive a war can be won you want me to believe but i see through your eyes and i see trough your brain like i see through the water that runs down my drain  vers 4  you that fasten all the triggers for the others to fight and you sit back and watch as the death count gets high and you hide in your mansion while the young peoples blood flows out of their bodies and is buried in the mud  vers 5  you've thrown the worst fear it can never be hurled fear to bring children into the world for threadning my baby unborn and unnamed well you ain't worth the blood that runs in your veins  vers 6  how much do i know to talk out of turn you might say that i'm young you might say that i'm unlearned but there is one thing i know though i'm younger than you that even jesus would never forgive what you do  vers 7  let me ask you one question is your money that good will it buy you forgiveness do you think that it could i will think that you will find when your dead takes its toll all the money you made will never buy back your soul  vers 8  and i hope that you die and your death will come soon and i will follow your casket in the pale afternoon and i'll watch while you're lowered down to your deathbed and i will stand over your grave to make sure that you're dead,pop
274,i wanna be drunk when i wake up on the right side of the wrong bed and every excuse i made up tell you the truth i hate what didn't kill me it never made me stronger at all love will scar your makeup lip sticks to me so now i'll maybe leave back there i'm sat here wishing i was sober i know i'll never hold you like i used to  but our house gets cold when you cut the heating without you to hold i'll be freezing can't rely on my heart to beat it 'cause you take part of it every evening take words out of my mouth just from breathing replace with phrases like when you're leaving me  should i should i maybe i'll get drunk again i'll be drunk again i'll be drunk again to feel a little love  i wanna hold your heart in both hands i'll watch it fizzle at the bottom of a coke can and i've got no plans for the weekend so shall we speak then keep it between friends though i know you'll never love me like you used to  there maybe other people like us you see the flicker of the clip when they light up flames just create us burns don't heal like before you don't hold me anymore  on cold days coldplay's out like the band's the name i know i can't heal things with a hand shake you know i can't change as i began saying you cut me wide open like landscape open bottles of beer but never champagne we'll applaud you with the sound that my hands make  should i should i maybe i'll get drunk again i'll be drunk again i'll be drunk again to feel a little love  all by myself i'm here again all by myself you know i'll never change all by myself all by myself i'm just drunk again i'll be drunk again i'll be drunk again to feel a little love,pop
276,white lips pale face breathing in snowflakes burnt lungs sour taste light's gone day's end struggling to pay rent long nights strange men and they say she's in the class a team stuck in her daydream been this way since eighteen but lately her face seems slowly sinking wasting crumbling like pastries and they scream the worst things in life come free to us cause we're just under the upper hand and go mad for a couple grams and she don't want to go outside tonight and in a pipe she flies to the motherland and sells love to another man it's too cold outside for angels to fly angels to fly ripped gloves rain coat tried to swim and stay afloat dry house wet clothes loose change bank notes wearyeyed dry throat call girl no phone and they say she's in the class a team stuck in her daydream been this way since eighteen but lately her face seems slowly sinking wasting crumbling like pastries and they scream the worst things in life come free to us cause we're just under the upper hand and go mad for a couple grams and she don't want to go outside tonight and in a pipe she flies to the motherland and sells love to another man it's too cold outside for angels to fly an angel will die covered in white closed eyed and hoping for a better life this time we'll fade out tonight straight down the line and they say she's in the class a team stuck in her daydream been this way since eighteen but lately her face seems slowly sinking wasting crumbling like pastries they scream the worst things in life come to free us and we're all under the upper hand go mad for a couple grams and we don't want to go outside tonight and in a pipe we fly to the motherland and sell love to another man it's too cold outside for angels to fly angels to fly to fly fly for angels to fly to fly to fly or angels to die,pop
277,old yeller,pop
278,i'm gonna pick up the pieces and build a lego house if things go wrong we can knock it down  my three words have two meanings there's one thing on my mind it's all for you  and it's dark in a cold december but i've got you to keep me warm if you're broken i will mend you and i'll keep you sheltered from the storm that's raging on now  i'm out of touch i'm out of love i'll pick you up when you're getting down and out of all these things i've done i think i love you better now i'm out of sight i'm out of mind i'll do it all for you in time and out of all these things i've done i think i love you better now  i'm gonna paint you by numbers and colour you in if things go right we can frame it and put you on a wall  and it's so hard to say it but i've been here before now i'll surrender up my heart and swap it for yours  i'm out of touch i'm out of love i'll pick you up when you're getting down and out of all these things i've done i think i love you better now i'm out of sight i'm out of mind i'll do it all for you in time and out of all these things i've done i think i love you better now  don't hold me down i think my braces are breaking and it's more than i can take  and it's dark in a cold december but i've got you to keep me warm if you're broken i will mend you and i'll keep you sheltered from the storm that's raging on now  i'm out of touch i'm out of love i'll pick you up when you're getting down and out of all these things i've done i think i love you better now i'm out of sight i'm out of mind i'll do it all for you in time and out of all these things i've done i think i love you better now  i'm out of touch i'm out of love i'll pick you up when you're getting down and out of all these things i've done i think i love you better now i'm out of sight i'm out of mind i'll do it all for you in time and out of all these things i've done i think i love you better now  i'm out of touch i'm out of love i'll pick you up when you're getting down and out of all these things i've done i will love you better now,pop
279,these lyrics have yet to be transcribed,pop
280,one two   stop the clocks it's amazing you should see the way the light dances off your hair a million colours of hazel golden and red saturday morning is fading the sun's reflected by the coffee in your hand my eyes are caught in your gaze all over again  pre we were lovedrunk waiting on a miracle tryna find ourselves in the winter snow so alone in love like the world had disappeared oh i won't be silent and i won't let go i will hold on tighter 'til the afterglow and we'll burn so bright 'til the darkness softly clears   oh i will hold on to the afterglow oh i will hold on to the afterglow   the weather outside's changing the leaves are buried under six inches of white the radio is playing iron  wine this is a new dimension this is a level where we're losin' track of time i'm holdin' nothin' against it except you and i  pre we were lovedrunk waiting on a miracle tryna find ourselves in the winter snow so alone in love like the world had disappeared oh i won't be silent and i won't let go i will hold on tighter 'til the afterglow and we'll burn so bright 'til the darkness softly clears   oh i will hold on to the afterglow oh i will hold on to the afterglow oh i will hold on to the afterglow,pop
281,lyrics for this song have yet to be released please check back once the song has been released,pop
282,i'm coming down coming home no cause i left without my coat there's just some things you need to know know know your eyes they are a window to your soul it's such a lovely place to go think i should tell you more you know know know  pre but now im older drips are coming off my shoulder oh i need its closure on what you said to me 'cause i   i can never be mad with you baby 'cause the love that we have is amazing you drive me drive me crazy crazy but that ain't a bad thing no no no i can never be mad mad mad i can never be mad  post oh oh oh oh oh oh oh oh oh oh   now i don't really wanna fight let's keep the conversation light spark thе candles pour the wineinеine my father gave me good advice sort out your problems by the time that you finally close your eyes and i  pre but now i'm older drips are coming off my shoulder oh i need its closure on what you said to me 'cause i   i can never be mad with you baby cause the love that we have is amazing you drive me drive me crazy crazy but that aint a bad thing no no no i can never be mad mad mad i can never be mad  post oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh   i can be awful sometimes but we both just crossed the line i wanna make this so right but this time   i can never be mad with you baby 'cause the love that we have is amazing you drive me drive me crazy crazy but that aint a bad thing no no no i can never be mad mad mad i can never be mad  post oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh   oh oh oh oh oh oh oh oh oh oh,pop
283,i heard that you're settled down that you found a girl and youre married now i heard that your dreams came true guess she gave you things i didn't give to you old friend why are you so shy ain't like you to hold back or hide from the light  i hate to turn up out of the blue uninvited but i couldnt stay away i couldn't fight it i had hoped you'd see my face and that you'd be reminded that for me it isn't over  never mind i'll find someone like you i wish nothing but the best for you too don't forget me i beg i remember you said sometimes it lasts in love but sometimes it hurts instead sometimes it lasts in love but sometimes it hurts instead yeah  you'd know how the time flies only yesterday was the time of our lives we were born and raised in a summer haze bound by the surprise of our glory days  i hate to turn up out of the blue uninvited but i couldnt stay away i couldnt fight it i had hoped you'd see my face and that youd be reminded that for me it isn't over yet  never mind i'll find someone like you i wish nothing but the best for you too don't forget me i beg i remember you said sometimes it lasts in love but sometimes it hurts instead yeah  nothing compares no worries or cares regrets and mistakes theyre memories made who would have known how bittersweet this would taste  never mind i'll find someone like you i wish nothing but the best for you too don't forget me i beg i remember you said sometimes it lasts in love but sometimes it hurts instead  never mind i'll find someone like you i wish nothing but the best for you too don't forget me i beg i remember you said sometimes it lasts in love but sometimes it hurts instead sometimes it lasts in love but sometimes it hurts insteadyeah,pop
284,lyrics for this song have yet to be released please check back once the song has been released,pop
285,saturday me and my girlfriend are at a party in the west end and i don't really know nobody here either maybe we should've stayed home and turned down the lights so low open up a  bordeaux mmm and put on a jam so slow so slow  pre she said all the girls here are beautiful but baby no one around comes close to you and that's the honest truth why are we even here 'cause all the boys got their eyes on you for the same reason that my eyes are too and that's when she made her move and whispered in my ear and said   hey let's leave this party heyeyeyey back to my apartment heyeyeyey there's no one here that i know so take my hand i want to go and get this party started back at home   i'm still here with my best friend and i'm not disappointed that the party we just can't fit in with the west end crowd can't even hear their conversations so baby let's hit the road and open up a  margot mmm and put on a jam so slow so slow  pre she said all the girls here are beautiful but baby no one around comes close to you and that's the honest truth why are we even here 'cause all the boys got their eyes on you for the same reason that my eyes are too and that's when she made her move and whispered in my ear and said   hey let's leave this party heyeyeyey back to my apartment heyeyeyey there's no one here that i know so take my hand i want to go and get this party started back at home  post come on and get it started yeah come on and get it started no love mmm come on and get it started yeah come on and get it started mmm   turned down the lights so low and put on a jam so slow so slow 'cause all the people are beautiful but baby no one around comes close to you and that's the honest truth whisper in my ear hey   hey let's leave this party party heyeyeyey back to my apartment apartment heyeyeyey there's no one here that i know so take my hand i want to go and get this party started back at home  post come on and get it started yeah come on and get it started no love back at home come on and get it back at home   there's no one here that i know so take my hand i want to go and get this party started back at home,pop
286,well the road is wide waters run on either side and my shadow in the fading light is stretching out towards the night when the sun is low and i have so much more to go and my lonely heart is beating so tired of the wonder there's a sign ahead though i think it's the same one again so i'm thinking 'bout my only friend till i find my way home   cause when i need to get home you're my guiding light you're my guiding light when i need to get home you're my guiding light you're my guiding light   oh well the air is cold and yonder lies my sleeping soul by the branches broke like bones this weeping tree no longer holds oh well the night is still and i have not yet lost my will oh and i will keep on moving 'till until i find my way home   when i need to get home you're my guiding light you're my guiding light when i need to get home you're my guiding light you're my guiding light  when i need to get home you're my guiding light you're my guiding light when i need to get home you're my guiding light you're my guiding light  when i need to get home you're my guiding light you're my guiding light when i need to get home you're my guiding light you're my guiding light,pop
287,lyrics for this song have yet to be released please check back once the song has been released,pop
288,walking down 9th and park i saw you in another's arm i saw you in another's arm only a month we've been apart you look happier saw you walk inside a bar he said something to make you laugh he said something to make you laugh i saw that both your smiles were twice as wide as ours yeah you look happier you do  preverse ain't nobody hurt you like i hurt you but ain't nobody love you like i do promise that i will not take it personal baby if you're moving on with someone new   sat in the corner of the room everything's reminding me of you nursing an empty bottle and telling myself you're happier aren't you  pre  oh ain't nobody hurt you like i hurt you but ain't nobody need you like i do i know that there's others that deserve you but my darling i am still in love with you    but i guess you look happier you do my friends told me one day ill feel it too i could try to smile to hide the truth but i know i was happier with you hey yeah hey yeah hey yeah hey yeah   cause baby you look happier you do i knew one day youd fall for someone new but if he breaks your heart like lovers do just know that ill be waiting here for you,pop
289,lyrics for this song have yet to be released please check back once the song has been released,pop
291,lyrics for this song have yet to be released please check back once the song has been released,pop
292,lyrics for this song have yet to be released please check back once the song has been released,pop
293,this year's love had better last heaven knows it's high time i've been waiting on my own too long and when you hold me like you do it feels so right oh now i start to forget how my heart gets torn when that hurt gets thrown feeling like you can't go on turning circles and time again cut like a knife oh now if ya love me got to know for sure cause it takes something more this time than sweet sweet lies oh now before i open up my arms and fall losing all control every dream inside my soul when ya kiss me on that midnight street sweep me off my feet singing ain't this life so sweet this year's love it better last this year's love it better last cause who's to worry if our hearts get torn when that hurt get thrown don't ya know this life goes on won't ya kiss me on that midnight street sweep me off my feet singing ain't this life so sweet this year's love it better last this year's love it better last,pop
294,the club isn't the best place to find a lover so the bar is where i go me and my friends at the table doing shots drinking fast and then we talk slow come over and start up a conversation with just me and trust me i'll give it a chance now take my hand stop put van the man on the jukebox and then we start to dance and now i'm singing like girl you know i want your love your love was handmade for somebody like me come on now follow my lead i may be crazy don't mind me say boy let's not talk too much grab on my waist and put that body on me come on now follow my lеad come come on now follow my lead i'm in lovе with the shape of you we push and pull like a magnet do although my heart is falling too i'm in love with your body and last night you were in my room and now my bedsheets smell like you every day discovering something brand new i'm in love with your body ohiohiohiohi i'm in love with your body ohiohiohiohi i'm in love with your body ohiohiohiohi i'm in love with your body every day discovering something brand new i'm in love with the shape of you one week in we let the story begin we're going out on our first date you and me are thrifty so go all you can eat fill up your bag and i fill up a plate we talk for hours and hours about the sweet and the sour and how your family is doing okay leave and get in a taxi then kiss in the backseat tell the driver make the radio play and i'm singing like girl you know i want your love your love was handmade for somebody like me come on now follow my lead i may be crazy don't mind me say boy let's not talk too much grab on my waist and put that body on me come on now follow my lead come come on now follow my lead i'm in love with the shape of you we push and pull like a magnet do although my heart is falling too i'm in love with your body and last night you were in my room and now my bedsheets smell like you every day discovering something brand new i'm in love with your body ohiohiohiohi i'm in love with your body ohiohiohiohi i'm in love with your body ohiohiohiohi i'm in love with your body every day discovering something brand new i'm in love with the shape of you come on be my baby come on come on be my baby come on come on be my baby come on come on be my baby come on come on be my baby come on come on be my baby come on come on be my baby come on come on be my baby come on i'm in love with the shape of you we push and pull like a magnet do although my heart is falling too i'm in love with your body last night you were in my room and now my bedsheets smell like you every day discovering something brand new i'm in love with your body come on be my baby come on come on be my baby come on i'm in love with your body come on be my baby come on come on be my baby come on i'm in love with your body come on be my baby come on come on be my baby come on i'm in love with your body every day discovering something brand new i'm in love with the shape of you,pop
295,on a late night we were outside of a club near brixton station rolled one line come and smoke my weed baby,pop
0,look i was gonna go easy on you not to hurt your feelings but i'm only going to get this one chance six minutes six minutes something's wrong i can feel it six minutes slim shady you're on just a feeling i've got like something's about to happen but i don't know what  if that means what i think it means we're in trouble big trouble  and if he is as bananas as you say i'm not taking any chances you are just what the doc ordered   i'm beginnin' to feel like a rap god rap god all my people from the front to the back nod back nod now who thinks their arms are long enough to slap box slap box they said i rap like a robot so call me rapbot   but for me to rap like a computer it must be in my genes i got a laptop in my back pocket my pen'll go off when i halfcock it got a fat knot from that rap profit made a livin' and a killin' off it ever since bill clinton was still in office with monica lewinsky feelin' on his nutsack i'm an mc still as honest but as rude and as indecent as all hell syllables skillaholic kill 'em all with this flippity dippityhippity hiphop you don't really wanna get into a pissin' match with this rappity brat packin' a mac in the back of the ac' backpack rap crap yapyap yacketyyack and at the exact same time i attempt these lyrical acrobat stunts while i'm practicin' that i'll still be able to break a motherfuckin' table over the back of a couple of faggots and crack it in half only realized it was ironic i was signed to aftermath after the fact how could i not blow all i do is drop fbombs feel my wrath of attack rappers are havin' a rough time period here's a maxi pad it's actually disastrously bad for the wack while i'm masterfully constructing this masterpièce   'cause i'm beginnin' to feel like a rap god rap god all my people from the front to the back nod back nod now who thinks their arms are long enough to slap box slap box let me show you maintainin' this shit ain't that hard that hard everybody want the key and the secret to rap immortality like ι have got   well to be truthful the blueprint's simply rage and youthful exuberance everybody loves to root for a nuisance hit the earth like an asteroid did nothing but shoot for the moon since pew mcs get taken to school with this music 'cause i use it as a vehicle to bus the rhyme now i lead a new school full of students me i'm a product of rakim lakim shabazz pac nwa cube hey doc ren yella eazy thank you they got slim inspired enough to one day grow up blow up and be in a position to meet rundmc induct them into the motherfuckin' rock and roll hall of fame even though i'll walk in the church and burst in a ball of flames only hall of fame i'll be inducted in is the alcohol of fame on the wall of shame you fags think it's all a game 'til i walk a flock of flames off a plank and tell me what in the fuck are you thinkin' little gaylookin' boy so gay i can barely say it with a straight face lookin' boy haha you're witnessin' a massoccur like you're watching a church gathering take place lookin' boy oy vey that boy's gaythat's all they say lookin' boy you get a thumbs up pat on the back and a way to go from your label every day lookin' boy hey lookin' boy what you say lookin' boy i get a hell yeah from dre lookin' boy i'ma work for everything i have never asked nobody for shit get outta my face lookin' boy basically boy you're never gonna be capable of keepin' up with the same pace lookin' boy 'cause   i'm beginnin' to feel like a rap god rap god all my people from the front to the back nod back nod the way i'm racin' around the track call me nascar nascar dale earnhardt of the trailer park the white trash god kneel before general zod this planet's kryptonno asgard asgard   so you'll be thor and i'll be odin you rodent i'm omnipotent let off then i'm reloadin' immediately with these bombs i'm totin' and i should not be woken i'm the walkin' dead but i'm just a talkin' head a zombie floatin' but i got your mom deepthroatin' i'm out my ramen noodle we have nothin' in common poodle i'm a doberman pinch yourself in the arm and pay homage pupil it's me my honesty's brutal but it's honestly futile if i don't utilize what i do though for good at least once in a while so i wanna make sure somewhere in this chicken scratch i scribble and doodle enough rhymes to maybe try to help get some people through tough times but i gotta keep a few punchlines just in case 'cause even you unsigned rappers are hungry lookin' at me like it's lunchtime i know there was a time where once i was king of the underground but i still rap like i'm on my pharoahe monch grind so i crunch rhymes but sometimes when you combine appeal with the skin color of mine you get too big and here they come tryin' to censor you like that one line i said on i'm back from the mathers lp  when i tried to say i'll take seven kids from columbine put 'em all in a line add an ak47 a revolver and a 9 see if i get away with it now that i ain't as big as i was but i'm morphin' into an immortal comin' through the portal you're stuck in a time warp from 004 though and i don't know what the fuck that you rhyme for you're pointless as rapunzel with fuckin' cornrows you write normal fuck being normal and i just bought a new raygun from the future just to come and shoot ya like when fabolous made ray j mad 'cause fab said he looked like a fag at mayweather's pad singin' to a man while he played piano man oh man that was a 47 special on the cable channel so ray j went straight to the radio station the very next day hey fab i'ma kill you lyrics comin' at you at supersonic speed jj fad uh summalumma doomalumma you assumin' i'm a human what i gotta do to get it through to you i'm superhuman innovative and i'm made of rubber so that anything you say is ricochetin' off of me and it'll glue to you and i'm devastating more than ever demonstrating how to give a motherfuckin' audience a feeling like it's levitating never fading and i know the haters are forever waiting for the day that they can say i fell off they'll be celebrating 'cause i know the way to get 'em motivated i make elevating music you make elevator music oh he's too mainstream well that's what they do when they get jealous they confuse it it's not hiphop it's pop'cause i found a hella way to fuse it with rock shock rap with doc throw on lose yourself and make 'em lose it i don't know how to make songs like that i don't know what words to use let me know when it occurs to you while i'm rippin' any one of these verses that versus you it's curtains i'm inadvertently hurtin' you how many verses i gotta murder to prove that if you were half as nice your songs you could sacrifice virgins too ugh school flunky pill junkie but look at the accolades these skills brung me full of myself but still hungry i bully myself 'cause i make me do what i put my mind to and i'm a million leagues above you ill when i speak in tongues but it's still tongueincheek fuck you i'm drunk so satan take the fucking wheel i'ma sleep in the front seat bumpin' heavy d and the boyz still chunky but funky but in my head there's something i can feel tugging and struggling angels fight with devils and here's what they want from me they're askin' me to eliminate some of the women hate but if you take into consideration the bitter hatred i have then you may be a little patient and more sympathetic to the situation and understand the discrimination but fuck it life's handin' you lemons make lemonade then but if i can't batter the women how the fuck am i supposed to bake them a cake then don't mistake him for satan it's a fatal mistake if you think i need to be overseas and take a vacation to trip a broad and make her fall on her face and don't be a retardbe a king think not why be a king when you can be a god,rap
1,you sound like a bitch bitch shut the fuck up when your fans become your haters you done fuckin' beard's weird alright you yellin' at the mic fuckin' weird beard you want smoke we doin' this once you yellin' at the mic your beard's weird why you yell at the mic illa  verse rihanna just hit me on a text last night i left hickeys on her neck wait you just dissed me i'm perplexed insult me in a line compliment me on the next damn i'm really sorry you want me to have a heart attack was watchin' 8 mile on my nordictrack realized i forgot to call you back here's that autograph for your daughter i wrote it on a starter cap stan stan son listen man dad isn't mad but how you gonna name yourself after a damn gun and have a manbun the giant's woke eyes open undeniable supplyin' smoke got the fire stoked say you got me in a scope but you grazed me i say one call to interscope and you're swayze your reply got the crowd yelling woo so before you die let's see who can outpetty who with your corny lines slim you're oldow kelly ooh but i'm 45 and i'm still outselling you by 9 i had three albums that had blew now let's talk about somethin' i don't really do go in someone's daughter's mouth stealin' food but you're a fuckin' mole hill now i'ma make a mountain out of you woo ho chill actin' like you put the chrome barrel to my bone marrow gunner bitch you ain't a bow and arrow say you'll run up on me like a phone bill sprayin' lead brrt playin' dead that's the only time you hold still hold up are you eating cereal or oatmeal what the fuck's in the bowl milk wheaties or cheerios 'cause i'm takin' a shit in 'em kelly i need reading material dictionary yo slim your last four albums sucked go back to recovery oh shoot that was three albums ago what do you know oops know your facts before you come at me lil' goof luxury oh you broke bitch yeah i had enough money in '0 to burn it in front of you ho younger me no you the wack me it's funny but so true i'd rather be 80yearold me than 0yearold you 'til i'm hitting old age still can fill a whole page with a 0yearold's rage got more fans than you in your own city lil' kiddy go play feel like i'm babysitting lil tay got the diddy okay so you spent your whole day shootin' a video just to fuckin' dig your own grave got you at your own wake i'm the billy goat you ain't never made a list next to no biggie no jay next to taylor swift and that iggy ho you about to really blow kelly they'll be putting your name next to ja next to benzinodie motherfucker like the last motherfucker sayin' hailie in vain alien brain you satanist yeah my biggest flops are your greatest hits the game's mine again and ain't nothin' changed but the locks so before i slay this bitch i mwah give jade a kiss gotta wake up labor day to this the fuck bein' richshamed by some prick usin' my name for clickbait in a state of bliss 'cause i said his goddamn name now i gotta cock back aim yeah bitch pop champagne to this pop it's your moment this is it as big as you're gonna get so enjoy it had to give you a career to destroy it lethal injection go to sleep six feet deep i'll give you a b for the effort but if i was threefooteleven you'd look up to me and for the record you would suck a dick to fuckin' be me for a second lick a ballsack to get on my channel give your life to be as solidified this mothafuckin' shit is like rambo when he's out of bullets so what good is a fuckin' machine gun when it's outta ammo had enough of this tattedup mumble rapper how the fuck can him and i battle he'll have to fuck kim in my flannel i'll give him my sandals 'cause he knows long as i'm shady he's gon' have to live in my shadow exhausting letting off on my offspring lick a gun barrel bitch get off me you dance around it like a sombrero we can all see you're fuckin' salty 'cause young gerald's ballsdeep inside of halsey your red sweater your black leather you dress better i rap better that a death threat or a love letter little white toothpick thinks it's over a pic i just don't like you prick thanks for dissing me now i had an excuse on the mic to write not alike but really i don't care who's in the right but you're losin' the fight you picked who else want it kellsattempt fails buddenl's fuckin' nails in these coffins as soft as cottonelle killshot i will not fail i'm with the doc still but this idiot's boss pops pills and tells him he's got skills but kells the day you put out a hit's the day diddy admits that he put the hit out that got pac killed ah i'm sick of you bein' wack and still usin' that mothafuckin' autotune so let's talk about it let's talk about it i'm sick of your mumble rap mouth need to get the cock up out it before we can even talk about it talk about it i'm sick of your blonde hair and earrings just 'cause you look in the mirror and think that you're marshall mathers marshall mathers don't mean you are and you're not about it so just leave my dick in your mouth and keep my daughter out it   you fuckin'oh and i'm just playin' diddy you know i love you,rap
2,ugh you're a monster   eminem i can swallow a bottle of alcohol and i'll feel like godzilla better hit the deck like the card dealer my whole squad's in here walking around the party a cross between a zombie apocalypse and bbobby the brain heenan which is probably the same reason i wrestle with mania shady's in this bitch i'm posse'd up consider it to cross me a costly mistake if they sleepin' on me the hoes better get insomnia adhd hydroxycut pass the courvoisier hey hey in aa with an ak melee finna set it like a playdate better vacate retreat like a vacay mayday ayy this beat is craycray ray j hahaha laughing all the way to the bank i spray flames they cannot tame or placate the   juice wrld with eminem monster you get in my way i'ma feed you to the monster yeah i'm normal during the day but at night turn to a monster yeah when the moon shines like ice road truckers i look like a villain outta those blockbusters godzilla fire spitter monster blood on the dance floor and on the louis v carpet fire godzilla fire monster blood on the dance floor and on the louis v carpet   eminem i'm just a product of slick rick and onyx told 'em lick the balls had 'em just appalled did so many things that pissed 'em off it's impossible to list 'em all and in the midst of all this i'm in a mental hospital with a crystal ball tryna see will i still be like this tomorrow risperdal voices whisper my fist is balled back up against the wall pencil drawn this is just the song to go ballistic on you just pulled a pistol on a guy with a missile launcher i'm just a loch ness the mythological quick to tell a bitch screw off like a fifth of vodka when you twist the top of the bottle i'm a   juice wrld with eminem monster you get in my way i'ma feed you to the monster yeah i'm normal during the day but at night turn to a monster yeah when the moon shines like ice road truckers i look like a villain outta those blockbusters godzilla fire spitter monster blood on the dance floor and on the louis v carpet fire godzilla fire monster blood on the dance floor and on the louis v carpet   eminem if you never gave a damn ayy raise your hand 'cause i'm about to set trip vacation plans i'm on point like my index is so all you will ever get is the motherfuckin' finger finger prostate exam 'xam how can i have all these fans and perspire like a liar's pants i'm on fire and i got no plans to retire and i'm still the man you admire these chicks are spazzin' out i only get more handsome and flyer i got 'em passin' out like what you do when you hand someone flyers and what goes around comes around just like the blades on the chainsaw 'cause i caught the flack but my dollars stacked right off the bat like a baseball like kid ink bitch i got them racks with so much ease that they call me diddy 'cause i make bands and i call getting cheese a cakewalk cheesecake yeah bitch i'm a player i'm too motherfuckin' stingy for cher won't even lend you an ear ain't even pretending to care but i tell a bitch i'll marry her if she'll bury her face in my genital area the original richard ramirez cristhian rivera 'cause my lyrics never sit well so they wanna give me the chair like a paraplegic and it's scary call it hari kari 'cause e'ry tom and dick and harry carry a merriam motherfuckin' dictionary on 'em swearing up and down they can spit this shit's hilarious it's time to put these bitches in the obituary column we wouldn't see eye to eye with a staring problem get the shaft like a steering column monster trigger happy pack heat but it's black ink evil half of the bad meets evil that means take a back seat take it back to fat beats with a maxi single look at my rap sheet what attracts these people is my 'gangsta bitch' like apache with a catchy jingle i stack chips you barely got a halfeaten cheeto fill 'em with the venom and eliminate 'em other words i minute maid 'em i don't wanna hurt 'em but i did i'm in a fit of rage i'm murderin' again nobody will evade i'm finna kill 'em and dump all their fuckin' bodies in the lake obliterating everything incinerate a renegade i'm here to make anybody who want it with the pen afraid but don't nobody want it but they're gonna get it anyway 'cause i'm beginnin' to feel like i'm mentally ill i'm attila kill or be killed i'm a killer bee the vanilla gorilla you're bringin' the killer within me outta me you don't wanna be the enemy of the demon who entered me and be on the receivin' end of me what stupidity it'd be every bit of me's the epitome of a spitter when i'm in the vicinity motherfucker you better duck or you finna be dead the minute you run into me a hundred percent of you is a fifth of a percent of me i'm 'bout to fuckin' finish you bitch i'm unfadable you wanna battle i'm available i'm blowin' up like an inflatable i'm undebatable i'm unavoidable i'm unevadable i'm on the toilet bowl i got a trailer full of money and i'm paid in full i'm not afraid to pull a   eminem man stop look what i'm plannin' haha,rap
3,look if you had one shot or one opportunity to seize everything you ever wanted in one moment would you capture it or just let it slip yo   his palms are sweaty knees weak arms are heavy there's vomit on his sweater already mom's spaghetti he's nervous but on the surface he looks calm and ready to drop bombs but he keeps on forgetting what he wrote down the whole crowd goes so loud he opens his mouth but the words won't come out he's choking how everybody's joking now the clock's run out time's up overblaow snap back to reality ope there goes gravity ope there goes rabbit he choked he's so mad but he won't give up that easy no he won't have it he knows his whole back's to these ropes it don't matter he's dope he knows that but he's broke he's so stagnant he knows when he goes back to this mobile home that's when it's back to the lab again yo this old rap shit he better go capture this moment and hope it don't pass him and   you better lose yourself in the music the moment you own it you better never let it go go you only get one shot do not miss your chance to blow this opportunity comes once in a lifetime yo you better lose yourself in the music the moment you own it you better never let it go go you only get one shot do not miss your chance to blow this opportunity comes once in a lifetime yo you better   his soul's escaping through this hole that is gaping this world is mine for the taking make me king as we move toward a new world order a normal life is boring but superstardom's close to postmortem it only grows harder homie grows hotter he blows it's all over these hoes is all on him coasttocoast shows he's known as the globetrotter lonely roads god only knows he's grown farther from home he's no father he goes home and barely knows his own daughter but hold your nose 'cause here goes the cold water these hoes don't want him no mo' he's cold product they moved on to the next schmoe who flows he nosedove and sold nada and so the soap opera is told it unfolds i suppose it's old partner but the beat goes on dadadom dadom dahdah dahdah   you better lose yourself in the music the moment you own it you better never let it go go you only get one shot do not miss your chance to blow this opportunity comes once in a lifetime yo you better lose yourself in the music the moment you own it you better never let it go go you only get one shot do not miss your chance to blow this opportunity comes once in a lifetime yo you better   no more games i'ma change what you call rage tear this motherfuckin' roof off like two dogs caged i was playin' in the beginning the mood all changed i've been chewed up and spit out and booed off stage but i kept rhymin' and stepped right in the next cypher best believe somebody's payin' the pied piper all the pain inside amplified by the fact that i can't get by with my nineto five and i can't provide the right type of life for my family 'cause man these goddamn food stamps don't buy diapers and there's no movie there's no mekhi phifer this is my life and these times are so hard and it's gettin' even harder tryna feed and water my seed plus teetertotter caught up between bein' a father and a prima donna baby mama drama screamin' on her too much for me to wanna stay in one spot another day of monotony's gotten me to the point i'm like a snail i've got to formulate a plot or end up in jail or shot success is my only motherfuckin' optionfailure's not mom i love you but this trailer's got to go i cannot grow old in salem's lot so here i go it's my shot feet fail me not this may be the only opportunity that i got   you better lose yourself in the music the moment you own it you better never let it go go you only get one shot do not miss your chance to blow this opportunity comes once in a lifetime yo you better lose yourself in the music the moment you own it you better never let it go go you only get one shot do not miss your chance to blow this opportunity comes once in a lifetime yo you better   you can do anything you set your mind to man,rap
