,Lyric,genre
10,take long hit back cant promise ill react say least ill wait lately ive roller coaster tryna get hold emotions know need close pre ima scream shout love passionate dont give fucks admit im lil messed hide im dressed im obsessive love hard good overthinking heart even think got far far needy way damn needy needy tell good feels needed needy hard please know feels good needed sorry im lot yeah sorry think im enough sorry say sorry way much go ahead call selfish selfish damage cant help help trust need touch pre ima scream shout love passionate dont give fucks admit im lil messed hide im dressed im obsessive love hard good overthinking heart even think got far far needy way damn needy needy tell good feels needed needy hard please know feels good needed,pop
11,like got superpowers turn minutes hours got 00 babe made glass way see know better cant seem keep nothing touch soul outside permeate ego pride wanna love ooh way love ooh ooh pretty ugly id love see point view wanna trust trust way trust trust ooh cause nobody ever loved like id love see point view im gеtting used receiving still gеtting good leaving ima love even though im scared oh scared learnin grateful oh oh oh love lips cause say things weve always afraid feel startin subside learnin believe mine wanna love ooh way love ooh ooh pretty ugly id love see point view wanna trust trust way trust trust ooh cause nobody ever loved like id love see point view couldnt believe see know impatient im fallin fallin frozen slowly thawing got right wont keep waitin waitin baggage fadin safely baggage fadin eyes deceive wont let stray far away wanna love ooh way love ooh ooh pretty ugly id love see point view wanna trust ooh trust way trust baby trust cause nobody ever loved like id love see point view oh yeah,pop
12,know hear cry try hold night youre sleeping next arms need time time look cards weve dealt anybody else probably wouldnt last day every tears rain parade hell hell pre baby well youve understanding youve good im puttin one ever im hating cause dont want admit hurts know breaks heart cry mmh know breaks heart cry stead ghostin post well get well get past im girl whole lot baggage love well get past im girl whole lot baggage oh yeah though wish instead dont want living head comes visit im dreaming every theres much look forward done said leave bed pre baby well youve understanding youve good im puttin one ever im hating cause dont want admit hurts baby know breaks heart cry mmh know breaks heart cry stead ghostin post well get well get past im girl girl whole lot baggage love love well get past past im girl whole lot baggage yeah yeah,pop
13,mmm yeah yuh thought life whoa look mind yuh better place time look align unimust back fell sky lap know know youre soulmate im like ooh ooh whole life got ready ooh ooh got happy happy ima happy happy yeah ima happy happy wont get crying yeah gonna happy happy ima happy happy happy ima happy happy yeah gonna happy happy ima happy happy ima happy happy yeah gonna happy happy ima happy happy ima happy happy,pop
14,doug middlebrook heres thing youre love version person youve created head trying cannot fix uh person fix love gone way long enough enough im two blocks away im coming ariana grande painted picture thought knew well got habit seeing isnt caught moment tangled sheets broke heart said wanted half pre ariana grande imaginations creative see demon see angel angel angel angel without halo wingless angel ariana grande falling falling never thought youd leave falling falling needed something believe oh thought one head head skrrt skrrt post ariana grande yeah look boy invented gucci tennis shoes runnin issues cardio good heart heart figured could work hmm ariana grande painted picture thought drew well vision seeing isnt caught moment tangled sheets broke heart said wanted half pre ariana grande imaginations creative see cain see abel abel abel abel abel know youre able willin able ariana grande falling falling thought would need falling falling needed something believe oh thought one head head skrrt skrrt post ariana grande yeah look boy invented gucci tennis shoes runnin issues cardio good heart heart figured could work hmm ariana grande wanted grow boy wasnt budding everything made everything arent saw potential without seein credentials maybe thats issue yeah yeah said maybe thats issue ah cant hold shit ah guess yeah thought somebody else thought somebody else thought somebody else,pop
15,pre ariana grande pharrell life deals us cards ayy ayy ayy ayy make everything taste like salt ayy ooh ayy ayy ayy come like sweetener ayy ayy ayy ayy bring bitter taste halt ayy ayy ayy ayy ayy ariana grande pharrell get get get get ayy hit hit hit hit ayy flip flip flip make say oh sheesh oh sheesh twist twist twist twist mix mix mix mix kiss kiss kiss make say oh sheesh oh sheesh ariana grande pharrell like way lick bowl lick bowl sheesh somehow method touches sheesh soul sheesh touches soul yeah lifts heights unknown ayy sweetener sweetener sweetener sweetener sweetener ask hows life sheesh go sheesh pre ariana grande pharrell life deals us cards ayy ayy ayy ayy make everything taste like salt ayy ooh ayy ayy ayy come like sweetener ayy ayy ayy ayy bring bitter taste halt ayy ayy ayy ayy ayy ariana grande pharrell get get get get ayy hit hit hit hit ayy flip flip flip make say oh sheesh oh sheesh twist twist twist twist mix mix mix mix kiss kiss kiss make say oh sheesh oh sheesh ariana grande pharrell mama sent us horoscopes us horoscopes sheesh much fun watching unfold sheesh watching unfold yeah said like smile ayy know sweetener sweetener sweetener sweetener sweetener ask hows life sheesh go sheesh pre ariana grande pharrell life deals us cards ayy ayy ayy ayy make everything taste like salt ayy ooh ayy ayy ayy come like sweetener ayy ayy ayy ayy bring bitter taste halt ayy ayy ayy ayy ayy ariana grande pharrell get get get get ayy hit hit hit hit ayy flip flip flip make say oh sheesh oh sheesh twist twist twist twist mix mix mix mix kiss kiss kiss make say oh sheesh oh sheesh ariana grande pharrell lay back talk rest night things light make say oh sheesh oh sheesh talking bout wanna whether wrong right followin cause make say oh sheesh oh sheesh hey said dont know id without life ayy itd sour sweetener ayy im hoping everybody experience sweetener sweetener ayy ayy ayy sweetener ayy ayy ayy pre ariana grande pharrell life deals us cards ayy ayy ayy ayy make everything taste like salt sheesh sheesh come like sweetener ayy ayy ayy ayy ayy bring bitter taste halt sheesh sheesh ariana grande pharrell get get get get ayy hit hit hit hit ayy flip flip flip make say oh sheesh oh sheesh twist twist twist twist mix mix mix mix kiss kiss kiss sweetener sweetener sweetener sweet make say oh sheesh oh sheesh make say oh babe hey ayy oh yeah,pop
16,ariana grande mmm last night boy met yeah asleep sleep youre dream mmm woah day like yeah believe believe believe mmm youre dream ariana grande speak dont move cause dont wanna wake wake wake wake dont wanna wake oh wake wake wake boy youre dream believe babe boy youre dream ariana grande excuse um love know thats way start conversation trouble watch girls come bug felt like knew wanted hug plus dont know way around stop playing worries lay em shh dont say loud real baby bum bum bum bum bum bum bum bum bum bum bum youre like love youwho starts conversation like nobody picture cant cut hide ill get mind mhm try want stand yell never dare tell think heard wedding bells shh keep real real ariana grande speak dont move cause dont wanna wake wake wake wake dont wanna wake oh wake wake wake cause youre dream believe youre dream mmm boy ariana grande pharrell williams could buy anything cannot buy boy gets smart would never try know im thinking happened see dreams psh know know treat know eat know beat know keep good housekeeping seal bum bum bum bum bum bum bum bum bum bum bum dont wanna touch im tryna turn two single people couple whats next month like tell youre leave right boy dont need duffel la perla let vickie keep secret boy aint secret know youre gonna peep oh ariana grande speak dont move cause dont wanna wake wake wake wawake wake wake wake wawake dont want cause youre dream end believe youre dream mmm boy mmm yeah,pop
17,shangela laquifa wadley one small step woman one giant leap womankind id rather alone tonight say love phone tonight really dont wanna arms tonight ill use covers stay warm tonight think im better alone tonight aint checkin get home tonight makin sure im good tonight even though isnt nothin wrong tonight pre yeah im sayin baby cant really miss im miss itll change way kiss baby know time apart beneficial like im uniand nasa give whole world ima need space ima need space ima ima need know im star space ima need space ima need space ima ima need space nasa give whole world ima need space ima need space ima ima need know im star space ima need space ima need space ima ima need space nasa bottom line usually would love stayed night think im another page tonight aint nothing wrong saying need time usually would orbit around gravity seems thing thats pulling youll rise shine soon stars align mmm pre baby cant really miss im miss itll change way kiss baby know time apart beneficial like im uniand nasa give whole world ima need space ima need space ima ima need know im star space ima need space ima need space ima ima need space nasa give whole world ima need space ima need space ima ima need know im star space ima need space ima need space ima ima need space nasa dont wanna leave im tryna selfdiscover keep orbit know youll drag dont wanna leave im tryna selfdiscover dont wanna leave im tryna selfdiscover keep orbit know youll drag keep orbit know youll drag id rather alone tonight mmm say love phone tonight ah hmmmmm,pop
18,oh yeah dont need permission made decision test limits cause business god witness start finished dont need hold taking control kind moment im locked loaded completely focused mind open pre got skin skin oh god dont stop boy somethin bout makes feel like dangerous woman somethin bout somethin bout somethin bout makes wanna things shouldnt somethin bout somethin bout somethin bout nothing prove im bulletproof know im way movin like ducing us new thing wanna savor save later taste flavor cause im taker cause im giver nature live danger pre got skin skin oh god dont ya stop boy oh yeah somethin bout makes feel like dangerous woman somethin bout somethin bout somethin bout makes wanna things shouldnt somethin bout somethin bout somethin bout post girls wanna like bad girls underneath like know im feeling inside somethin bout somethin bout girls wanna like bad girls underneath like know im feeling inside somethin bout somethin bout mmmhmm oohooh somethin bout makes feel like dangerous woman somethin bout somethin bout somethin bout eheh makes wanna things shouldnt yeah somethin bout somethin bout somethin bout yeah post girls wanna like hmmmmm bad girls underneath like know im feeling inside know im feeling inside baby somethin bout somethin bout girls wanna like bad girls underneath like know im feeling inside somethin bout somethin bout yeah theres somethin bout boy heh yeah theres somethin bout boy ohohoh hey yeah theres somethin bout boy yeah theres somethin bout boy somethin bout somethin bout somethin bout yeah theres somethin bout boy yeah theres somethin bout boy yeah theres somethin bout boy yeah theres somethin bout boy yeah theres somethin bout boy oh yeah somethin bout somethin bout somethin bout,pop
19,ariana grande broke ex im single dont really know whats next aint even trippin ima chill sit back know coming right left left left broke ex youre one im feeling im laying chest good conversation got holding breath dont normally say goddamn best best best pre ariana grande feels right promise dont mind feels right promise ill stay night ariana grande let looooooolove let looooooolove let looooooolove let looooooolove ariana grande im laying chest ill thinkin bout boy guess something keeps telling im better rest aint tryna rush goddamn im mess mess mess pre ariana grande feels right promise dont mind feels right promise ill stay night ariana grande let looooooolove let looooooolove let looooooolove let looooooolove lil wayne say girl need hot boy say need stop thots boy say need real say yes lord need ex im triple x lord okay ariana lil mama goodbye good girl ex tripping biggie pac shook im laid new thing lay head new chain mood change name change lil wayne ooh wayne oh lord grinding grande oh lord im drowning im gonna need coast guard comes give amnesia looking love says single im feature oh god ariana grande lil wayne youre good boy let love baby let looooooolove tunechi mula baby let looooooolove boy let love yeah yeah ah let looooooolove looking love im looking love let looooooolove looking love yeah yeah im looking love baby let looooooolove looking love yeah im looking love baby let looooooolove looking love yeah hey yeah yeah yeah shes looking love mmm yeah lil wayne ariana grande ima give love yeah gon gimme love shes looking love oh boy im looking love baby ima give love ima give ima give,pop
20,marjorie grande im trying best cant find something satisfy ugh ariana grande mmm yeah yuh even though youre bad know youre one im thinkin got feelin incredible would mind maybe linkin pre ariana grande love love baby let know love thank leave put time go get like love dont boy show take leave gotta take leave like uh ariana grande dont want bloodline yeah wanna good time yeah need apologize gon let shit go dont want bloodline yeah tryna make mine yeah need apologize gon let shit go yeah post ariana grande yeaheheh yeaheh yeah yeah yuh ariana grande wont talking next day aint got nothin say hell nah aint lookin one true love yeah ship sailed away pre ariana grande love love baby let know love thank leave put time go get like love dont boy show take leave gotta take leave like uh ariana grande dont want bloodline yeah wanna good time yeah need apologize gon let shit go dont want bloodline yeah dont want tryna make mine yeah tryna make need apologize need yeah gon let shit go yeah post ariana grande oh yeah yeaheheh yeaheh yeah yeah yeah ariana grande say know want want know think think see think know looking im complete yee know need wont know want want know think think see know looking im complete know need wont wont ariana grande dont want bloodline yeah dont want bloodline wanna good time yeah tryna good time need apologize gon let shit go yeah yeah dont want bloodline yeah tryna make mine yeah need apologize gon let shit go yeah post ariana grande woo yeaheheh yeah yeah yeah yeah yeaheheh yeah yeah yeah yeah yeah yeah,pop
21,im barely breathe wanna fall deep close aint close enough til cross line hey yeah name game play ill roll dice hey pre oh baby look started temperatures rising gonna happen waiting waiting make move make move baby come light baby ill let little bit dangerous baby thats want little less conversation little touch body cause im got everyone watchin us baby lets keep secret little bit scandalous baby dont let see little less conversation little touch body cause im ooh yeah could take time hey made many mistakes better get right right baby pre oh baby look started temperatures rising gonna happen waiting waiting make move make move baby come light baby ill let little bit dangerous baby thats want little less conversation little touch body cause im got everyone watchin us baby lets keep secret little bit scandalous baby dont let see little less conversation little touch body cause im oh yeah cause im tell came cause cant cant wait im edge control need need know know oh woah yeah baby come light light baby ill let little bit dangerous dangerous baby thats want want little less conversation little touch body cause im got everyone watchin us watchin us baby lets keep secret little bit scandalous scandalous baby dont let see yeah little less conversation little touch body cause im come light come light baby little dangerous little dangerous boy want little less conversation little touch body cause im im,pop
22,wendy rene laughter comes tears laughter comes tears another night another party sayin hi everybody im sorry time leave gotta leave got somewhere gotta im starving somebody walk car go alone im gon make far im happy love im honest done way much pre cant fake another smile cant fake like im alright woo ah woo ah wont say im feeling fine cant lie woo ah woo ah fuck fake smile smile fuck fake smile fake smile read things write hear theyre sayin tv crazy gettin hard shock every shocking dont blame know life chose baby im grateful want know im happy love im honest done way much pre cant fake another smile cant fake like im alright woo ah woo ah wont say im feeling fine cant lie woo ah woo ah fuck fake smile smile fuck fake smile fake smile im hurt aint gon lie arms crossed attitude lips pouted im mad aint gon lie neck roll attitude yuh im hurt aint gon lie arms crossed attitude lips pouted im mad aint gon lie neck roll attitude yuh pre cant fake another smile cant fake cant fake like im alright another smile woo ah woo ah ooh wont say im feeling fine im feeling fine cant lie woo ah woo ah fuck fake smile smile fuck fake smile fake smile yeah,pop
23,tell gotta look way know baby tryna say ayy lately want top know hands baby wont come show mmm got got dreamin ahh close eyes youre screamin ahh play mind reason know love tease ahhah know im playin dont mistaken already know im thinkin boy pre oh whyd cute impossible ignore woah must make laugh much bad enough get along well say goodnight go ohh ohh ohh say goodnight go ohh ohh ohh say goodnight go one days youll miss train come stay always say goodnight go well drinks talk things excuse stay awake youd sleep id sleep heating may convenience wed good wed great together pre whyd cute impossible ignore woah must make laugh much bad enough get along well say goodnight go ohh ohh ohh say goodnight go ohh ohh ohh post know want baby like know youre thinkin bout baby one kiss youre lookin em baby read lips know want cant tadadadadadadadadadadadada tadadadadadadadadadadadada tadadadadadadadadadadadada tadadadadadadadadadadadada wanna say goodnight honey say goodnight go wanna say goodnight baby say goodnight go wanna say goodnight say goodnight go,pop
24,wouldnt let anybody speak instead wouldnt let anybody speak instead nicki minaj ayo trophy wife find one nonow benched aww bum knee im bad guy call chunli ooh cause slippin yep clumsy everything peeped cant unsee sips tea unsweet rerespect bad gyal mi done speak shooting shot like driveby whywhywhy make go call side guy cacacant let fboy eff nice vibes yo ariana come let give high five ariana grande light coming give back everything darkness stole wouldnt let anybody speak instead light coming give back everything darkness stole wouldnt let anybody speak instead light coming give back everything darkness stole wouldnt let anybody speak instead light coming give back everything darkness stole wouldnt let anybody speak instead ariana grande say say dont listen cause know everything dont even need dreams tellin everybody stay woke dont sleep refrain ariana grande ah gonna break shit dont wait tell em wait another round ah guess youre way thats way love pre ariana grande tell shit youve confused cares rationale aint view thats bottom line knowitall knowitall give box chances every time blow blow shade would throw throw like youre trying glow glow knowitall knowitall ariana grande light coming give back everything darkness stole stole stststole wouldnt let anybody speak instead light coming give back everything darkness stole wouldnt let anybody speak instead light coming give back everything darkness stole stole stole wouldnt let anybody speak instead light coming give back everything darkness stole wouldnt let anybody speak instead light coming give back everything darkness stole stole stststole wouldnt let anybody speak instead light coming give back everything darkness stole wouldnt let anybody speak instead light coming give back everything darkness stole stole stole wouldnt let anybody speak instead light coming give back everything darkness stole wouldnt let anybody speak instead ariana grande chemistry ay yeah need speed ay yeah doin things trouble clings ay yeah burns wings refrain ariana grande ah gonna break shit ay yeah dont wait tell em wait another round ay yeah ah guess youre way ay yeah thats way love pre ariana grande tell shit youve confused cares rationale aint view thats bottom line wouldnt let anybody speak instead knowitall knowitall give box chances every time blow blow shade would throw throw like youre trying glow glow knowitall knowitall ariana grande light coming give back everything darkness stole stole stststole wouldnt let anybody speak instead light coming give back everything darkness stole wouldnt let anybody speak instead light coming give back everything darkness stole stole stole wouldnt let anybody speak instead light coming give back everything darkness stole wouldnt let anybody speak instead light coming give back everything darkness stole stole stststole wouldnt let anybody speak instead light coming give back everything darkness stole wouldnt let anybody speak inst,pop
25,liar gave fire know shouldve fought least im honest feel like failure cause know failed shouldve done better cause dont want liar pre know know know gives everything boy couldnt give know know know got everything got nothing without one last time need one takes home one time promise ill let go baby dont care got heart really care wake arms one last time need one takes home dont deserve know dont deserve stay minute swear ill make worth cant forgive least temporarily know fault careful pre know know know gives everything boy couldnt give know know know got everything got nothing without baby one last time need one takes home one time promise ill let go baby dont care got heart really care wake arms one last time need one takes home yeah know shouldve fought least im honest yeah stay minute swear ill make worth yeah cause dont wanna without one last time need one takes home takes home babe one time promise ill let go baby dont care got heart babe really care wake arms one last time need one takes home yeah one last time need one takes home,pop
26,ive outta sight ive worried bout lately runnin outta time wishin would come save pre cause dont wanna roll yeah yeah tryna get control yeah yeah cant let go yeah yeah mmm gotta find somebody quickly mmm yeah got bad idea bout take little bit time away got bad idea forget yeah forget yeah forget arichan got bad idea uhhuh yeah ima call numb pain arichan got bad idea uhhuh forget yeah forget yeah forget yeah know shouldnt baby know need somebody gimme something feel yeah boy dont trip dont trip know isnt real know im temporary pre cause dont wanna roll yeah yeah tryna get control yeah yeah cant let go yeah yeah mmm gotta find somebody quickly yeah got bad idea bout take little bit time away got bad idea forget yeah forget yeah forget arichan got bad idea uhhuh yeah ima call numb pain arichan got bad idea uhhuh forget yeah forget yeah forget gotta get control cant let go ooh wishin would come save yeah yeahyeah yeah yeah got bad idea uhhuh bout take little bit time away arichan got bad idea oh yeah yeah uhhuh forget yeah forget yeah forget arichan got bad idea bad idea uhhuh yeah ima call numb pain arichan got bad idea bad idea uhhuh forget yeah forget yeah forget arichan yeah uhhuh forget yeah forget yeah forget arichan uhhuh forget yeah forget yeah forget got bad idea bout take little bit time away got bad idea forget yeah forget yeah forget,pop
27,keep orbit well know im hard one please give much importance love fall knees tell em often know better bark tree fall leave nah id rather watch smoke drink yeah pre steering clear headaches start honest id rather body half heart jealousridden comments come let feelings dont want never let em know much hate gettin emotional yeah im better without im better wild one road lot keep thousand im better around ya go face ill never ready ready swear love curse make head shoes head shoes lets put topics bed go fuck roof say keep insisting listen proposition dismiss em offense yeah pre steering clear headaches start honest id rather body half heart jealousridden comments come let feelings dont want never let em know much hate gettin emotional yeah im better without im better wild one road lot keep thousand im better around ya im better without im better wild one road lot keep thousand im better around ya uh,pop
